username,photo,caption,collection
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/627b184eb5c477dcca284b84dd502080/5E5B3BAF/t51.2885-15/e15/925624_355999664574887_7382008_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=111,Makin some ultra bright black light Eye-gems. 👀💡◼️,False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/f285dc9a2a91cdb3cb6a4c02ac7dafc4/5E54B693/t51.2885-15/e35/11909951_891124004268043_1106507271_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=107,"Designed a new album cover with the help of #ninamaskiell cool background painting for the new @raindropband EP 'Crowded Brain'! ***
Available October 9th! 💦👅👂
Give your ears a taste at raindropmusic.bandcamp.com",False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/e3f45cf68bbc0efa64e85f9915dfaed7/5E690AE2/t51.2885-15/e15/11191219_397171940486746_361721012_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=110,"Super honored to have my painting included in the #bootyworship show held @superchiefgallery in LA. CURATED BY THE AMAZING @frenchinald !! Show is up all month, get your ASS down there and check out all the other awesome work!",False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/3bafd7d7496db21ed2967ba4dbbc4eb9/5E59103A/t51.2885-15/e15/10593318_747931211911978_1869414001_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=110,Made a slightly larger Death Die to play with my pink giant friend. #deathdice #deathdie #cheatdeath,False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/0fa84f157d7123b8c682e93191107a20/5E52B483/t51.2885-15/e15/10838381_753812494667863_1317801623_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=107,Received some beautiful gifts from good friend @newfumes!!! So much appreciation for these! Daniel is the king of painting with plastic and melting vinyl! #vinylskull #tobacco #newfumes,False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/30dfcf08aa64008b9e411db91c763740/5E4A6A87/t51.2885-15/e35/22352137_365538613902959_8389055380973420544_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=111,"Poster I did for #Tysegall ⭐️ pick one up @desertdaze_official and say hello! ✌️ Or available for preorder ~ desertdaze.bigcartel.com
* Two color fluorescent silk screened",False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/29fee26b4592b48651327128a3def142/5E4B7BB3/t51.2885-15/e35/14712053_694125217412169_3745656118601318400_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=109,Creepin n Reapin with these two at @desertdaze_official 💀⚔️💀,False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/0480590629b3bacf3e805c18d8678e19/5E5169D3/t51.2885-15/e35/37006112_1903556782999997_2252953970181931008_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=105,"Shadow Skull tiny paintings. If you’ve ever wanted an original painting by me here’s your chance! 3.25” X 4.75” including frame. If interested dm me💫
🖤SOLD🖤",False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/b97961a69b58246645090184cbea82e3/5E8C432D/t51.2885-15/e35/12930773_492143090986491_1634187181_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=103,"Miles from @raindropband asked me to do a logo for his upcoming recording studio, MindField Studios 🌟💥✨💥🌟! Had fun on this one! @mindfieldstudios @raindropband #mindfield",False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/d9bf5f1d2458ca07920de9c864f44cba/5E84E981/t51.2885-15/e35/12107669_1029258917104450_1686360396_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=110,"Interstellar travels with @katrindavis 👽👽 catching those higher frequencies!!
〰🔹〰🔹〰",False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/90c7b393d81227b873c2a0e9e0a7b832/5E50E34A/t51.2885-15/e35/13267534_946584352117221_250796004_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=109,"Sneak peak of interstellar skateboard design in the works for rad friend @nataliekrishnadas and @sillygirlskateboards 🌟✌️👽 stay tuned for full version and release soon!
Saturn makes its closest approach to Earth for the year today! Take a moment to bask in its cosmic glow. 🌠 #sillyskateboards #pinkwidowdistribution",False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/8d16c166198edd1b2d19002d06f96f20/5E8993C1/t51.2885-15/e35/13696501_166070743804077_677226208_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=109,LA W🌈ZARD ✨👟👟,False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/01574c5c53f26dc38acd23573453f509/5E53E460/t51.2885-15/e15/10817844_735292599888207_1941587806_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=103,"🍕🎂war in 5,4...",False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/c737330401dbf1c030459acd1472335b/5E6D5BED/t51.2885-15/e15/10890540_1617528435148290_1443698986_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=106,Other side of rainbow flesh skull I painted. Thanks again @waynecoyne5 and @katyweaver for the super rad gift!! 💀🌈,False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/9e3e5bc13f33d9b8c62059ed81105217/5E4A3155/t51.2885-15/e35/29739037_556048028114520_788395849100034048_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=100,Having fun getting lost in this poster im creating for @treasuremammal 🖤✨👁🐍🗝🌀✨ #wip,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/ec0844ce2864544e54ca9c54c0f4970c/5E4E2434/t51.2885-15/e35/73512653_653254338415398_2338672508969035416_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=106,,True
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/731d443914f6fce66ad49fd54ce83dee/5E677539/t51.2885-15/e35/p1080x1080/60813826_707208973030638_1523959807706624580_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=106,Wearing something with a naked back to @motorcitycomiccon today. Pretty sure to startle people in photo ops when they touch naked skin unexpectedly lolol,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/69ea05af30607f401a60c562a00e7151/5E6C4BA0/t51.2885-15/e35/s1080x1080/60323322_144094600080383_1933179098376877548_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=111,,True
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/bfd890666e00e8ca6a92c5ea0d8e9a53/5E66C055/t51.2885-15/e35/s1080x1080/65271524_108510306993152_7149889007103712462_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=108,,True
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/5a0ce824b3c70871e6b69ba7ae469e60/5E547D4A/t51.2885-15/e35/s1080x1080/73246780_142974747009232_5085996706723375193_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=104,Weekend was great.,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/183f40297ae7df0bcd4163717a997a48/5E533B32/t51.2885-15/e35/52724418_332778713882548_7266966544128259825_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=104,Lunch goals! #critters,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/3e9bfc15bab5b0d160ebe194ae466e66/5E527104/t51.2885-15/e35/s1080x1080/66111344_2063861453908730_8817978031236817969_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=102,Got to do a panel with my friend @itswilwheaton for the first time in a very long while and I only teared up three times. Miss working with this guy on the regular <3,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/f2884205927dd135b2ac666a64d737fc/5E6A21F5/t51.2885-15/e35/s1080x1080/65142635_1262298150596654_3420920567030352386_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=102,"Yes! @vttsofficial officially got picked up for another season, yay! More space murder...er, adventure awaits!! Tons of new guest stars too. And new regular character @kirstenvangsness! Catch up for free on season 1 wherever you get podcasts!",False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/4357c9bca0a97ab7cbeee2c0b5ee52bf/5E88CAF2/t51.2885-15/e35/51735996_331076844277897_5231872103563735763_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=101,6am status: dreary.,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/6eeff6634537ca0b04d571f9115275f8/5E5A0D7D/t51.2885-15/e35/50049754_954860251381187_7788786516850599677_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=111,So @gracehelbig is so cute and I have mom face on.,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/8610bfd1dce48740b0db3651937b058c/5E5942B5/t51.2885-15/e35/p1080x1080/57924866_304289613838838_7602633768011502488_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=102,Morning!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/cf013d34e21196ff74398a03497e832f/5E528C23/t51.2885-15/e35/s1080x1080/72530463_1409203945894968_7626974437686498921_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=100,"I love this quote sooo much! Bring #EmbraceYourWeird mantras with you wherever you go with comfy hoodies, tees, and bags. Check out my whole merch collection at the link in my bio!",False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/eadf855b46c1ad821048aa4e152863ab/5E6D7D3D/t51.2885-15/e35/p1080x1080/67381911_903801900001533_9201557084039737629_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=109,ONE WEEK to release!!! Who is seeing me on book tour?! If you can’t come in person please preorder! Info at feliciadaybook.com!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/1b64a5e1528953ce4d4e45efc42c3955/5E851A88/t51.2885-15/e35/p1080x1080/71518030_392424831682716_1717250554866454432_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=100,Omg it’s here😊”Embrace Your Weird” is in stores online and offline EVERYWHERE! Who’s seeing me tonight in Arizona?!? Changing Hands bookstores come over!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/a4502c61a9e4eac45f372499f4dfd9c7/5E593EBA/t51.2885-15/e35/55829749_331373850915388_3002739554609968824_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=104,Who’s that badass in a hazmat suit?! It’s me! Tomorrow on @therookieabc! Me and @nathanfillion reunited in...something lol. Tune in please!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/1fdeb4b9c58b87932193162a8f796271/5E5B3DDB/t51.2885-15/e35/s1080x1080/69640880_144367376778449_8196641090582844219_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=105,@flowerisnot wants to remind you that Felicia’s book is up for preorders now. Have you snagged a copy?!? Feliciadaybook.com! Link in bio!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/d950a8085c24b0b360ec7bfed131f0ec/5E4BCCC1/t51.2885-15/e35/s1080x1080/64916611_724068708011959_882492171568180965_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=107,Saturday night hanging with my clone.,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/ffb429927ac7053fe31aac5a484410ff/5E6C2DC3/t51.2885-15/e35/s1080x1080/59677488_1209887065839238_8464478813071522587_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=110,Its an eating oatmeal with a fork kind of morning.,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/5c619759e477968f0a9fc42083711b74/5E55F4FC/t51.2885-15/e35/51849639_417902332299050_1356218221818995411_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=102,Life behind the mirror.,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/313369e523df499ce9d0311cec005797/5E52DAE3/t51.2885-15/e35/p1080x1080/64605750_317642659126688_1406176239840479067_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=108,So excited to finally get my @wgawest card! Happy to belong to a union that will protect my interests as a creator! Hoping this opens the door to tons of new projects for you guys!!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/2cdeb8971fb0ccd58f277c065ccefe82/5E6A13C3/t51.2885-15/e35/s1080x1080/65875851_150407142778956_1713012140532125955_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=100,,True
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/484a1cc8a0bd20c85f50ac93a3a2eff1/5E5582A8/t51.2885-15/e35/s1080x1080/59802934_842209166156797_3600441157689041056_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=101,Updated convention schedule for 2019! Can’t wait to see some of you at @motorcitycomiccon this weekend!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/866d7d7110d55d5f6fba778f0e8337ac/5E553DFD/t51.2885-15/e35/74615203_553040602137709_8920718273839538249_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=101,"Hey guys, my #EmbraceYourWeird tees and hoodies are almost sold out! Grab one to SNUGGLE in! Not only are they a reminder that your creative energies are never wasted, they also benefit @namicommunicate! Link in my bio!",False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/b0966c0a3e8278c6b6aa14bd5a925601/5E5B8F12/t51.2885-15/e35/p1080x1080/71876869_690093528479558_6746605130412644427_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=102,Happy #NationalRedheadDay two days ago!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/a734b6ce132286f684c47e7d0b0cf103/5E4D852F/t51.2885-15/e35/65312007_808078499588033_7997211686458835308_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=105,Thanks for the support all! My new book is #1 in Anxieties and Phobias! Dreams unlocked haha!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/fbb7e5bc6f635ac8613f207dacc851b2/5E47FA93/t51.2885-15/e35/s1080x1080/67438313_192751105049449_240085870269295246_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=101,Comicon feelz.,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/82e144c409c0188e51092025d178d54e/5E4C53F1/t51.2885-15/e35/s1080x1080/69930075_2301638706755840_6740376128178695391_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=108,"Heads up, my new book “Embrace Your Weird” is also available as an audiobook read by yours truly! Pre-order your copy in whatever version at feliciadaybook.com! Link in profile!",False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/e549a6879a5eff6f769263832f7ee715/5E543705/t51.2885-15/e35/p1080x1080/69107486_462256977964735_4063220353571512350_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=107,My book is complete! Want to see me on tour? Well I’ll be at NYCC signing at the @simonandschuster booth #2128 on Thursday October 3rd 2-3pm! It’s a TICKETED signing so go by the booth earlier in the day to snag one! Rest of my book tour will be announced Monday! In the meantime check feliciadaybook.com for preorder links! Preorders help me out a lot! Link in bio!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/fe0600e707863d7dc82e201f8e084a76/5E4D6692/t51.2885-15/e35/57012691_671822256582480_2428534386897757741_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=100,"I came to Paris a day and a half early for Darklight convention so I could have my first “me” time away since having a baby. I got food poisoning on the plane and was in bed my whole free time practically. This is my last day here, I finally feel okay, and wanted to make sure I got a selfie to commemorate. Probably the only person to lose weight coming to Paris. Oh well! Merci!",False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/a60ee14ca967ab9fb50fb230e0f3ca89/5E58BAD2/t51.2885-15/e35/p1080x1080/62134707_690546351381497_8365191923551616010_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=105,"Final week and we're over halfway sold out, you guys! Don't wait to get your #embracelet charm benefiting @astraeafndtn. Link in my bio!",False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/bdfcecfe2b85c03eed07820701b94cf7/5E871A57/t51.2885-15/e35/p1080x1080/73385919_168000360944361_4108270617965125354_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=109,Old School Headshot Look.,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/672a982e1f22edccdf6030e8f5303839/5E594A44/t51.2885-15/e35/70795762_518178438970326_150750387546295698_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=106,"PEOPLE! Based on feedback around my book, I’m so excited to debut the #EmbraceYourWeird collection!! It’s filled with tangible offerings that tie into my book & benefit @namicommunicate. Because mental health support is IMPORTANT. CHECK IT OUT OVER AT @shopstands, Weirdos! <3",False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/41d12771dd984d884f8c099a9e65d259/5E4C0ED6/t51.2885-15/e35/s1080x1080/70675145_451248785490172_5995519432399209569_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=104,Hanging with @jonahray at #LAComicon today!!!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/682e076b550006b9c0a53e674cbfeead/5E8C6500/t51.2885-15/e35/p1080x1080/70334495_173475033836269_3225301841247209216_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=101,"Thrilled to get a copy of @misha and family’s new cookbook, which is out TODAY! As a mom of a picky toddler I literally can’t wait to try out some of these recipes. The book is charming and packed with advice that’s good for the body and the family. Proceeds also go to charity, so please pick this up! Moms and Dads won’t regret it! Also the pictures of Misha are so prettttyyyyy ;)",False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/70e93164544d9b6e1d16186da2bee84c/5E5B7473/t51.2885-15/e35/p1080x1080/61671782_119709839258513_7625252045016585459_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=105,Calliope picked these pictures out of a magazine to make this card and would not be dissuaded. Happy Fathers Day! 😳,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/ed63eca0bcb70046740be362e41bec17/5E69D646/t51.2885-15/e35/p1080x1080/67482916_446888586157544_7098218449495528015_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=108,Double necklace Tuesday!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/a87f88ea56be451dbc5eb6f19134a624/5E4DF97C/t51.2885-15/e35/p1080x1080/72870397_1688195184649649_8865595806333772821_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=105,Read about how the FDA doesn’t regulate cosmetics and arsenic and other things are routinely found in beauty products. Went and replaced my staples and feel like it was a good trade! Next step: comb my hair!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/941d0881fa86089d38f1bf62a0bd922e/5E6D8104/t51.2885-15/e35/53345482_396854334449343_2418088857790789750_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=103,Last night! @magicianssyfy! Poppy returned! I’ll attempt an Instagram live stream tonight at 7pm ET/4 PDT to make up for the one I was supposed to do yesterday but someone broke Instagram! Come on over!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/7520272917a40082b8812a8c5136e051/5E65E4B4/t51.2885-15/e35/s1080x1080/72899651_819272671825943_1639683328564341311_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=111,,True
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/dd6f3d2aed991ce26285a79871f5bdd1/5E6C4C3D/t51.2885-15/e35/s1080x1080/67411216_166772774458680_6184960294412979952_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=100,Yes I stopped to take this selfie in an alley. Sue me. #nofilter,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/232040dd6ea62c4daddbda4dca579349/5E6766E0/t51.2885-15/e35/p1080x1080/64706434_139928043863559_6667131435443539070_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=103,"Hey all! It’s my birthday! Last year we raised $250k on a livestream to help with legal services for immigrant children being detained and mistreated at the border. This year, please donate to @raicestexas to keep that spirit going. I will! Thanks for all the support, here’s to a great new birthday year!",False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/d9cfe2c68d427ded59965322d34cedad/5E5A0099/t51.2885-15/e35/57506146_385122919009873_2678047732709736676_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=101,Having a good weekend! Hence the halo thing.,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/8ef17c81472ec9da09250ca77b0906e2/5E847F48/t51.2885-15/e35/71092978_151393706108137_1115848918096380188_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=101,"Hey guys, if you're looking for more ways to #embraceyourweird, check out my official merch store! It's full of limited edition dice, tees, pins & more that all benefit @namicommunicate!! (PS: I hear these pins are almost sold out). Link in my bio!",False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/92ff66ed761802458be786f93d5dd4f4/5E551E1B/t51.2885-15/e35/s1080x1080/70273655_103300147703143_1263193991945581165_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=107,,True
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/8c17bbba048c4b3f72c56354dfefb3cb/5E550ECA/t51.2885-15/e35/p1080x1080/69582002_386911841978368_4548795800178715125_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=104,"My book is starting to arrive around the country, squee! Post a picture of yourself with”Embrace Your Weird” (or just the book) and tag me on here and I’ll pick three people this week to send a goodie bag of signed stuff to! Can’t wait to hear what you think about the book!!!!",False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/06775927adbff81ce75680d9436e7072/5E4842B3/t51.2885-15/e35/p1080x1080/67727157_436353310301912_8601668269999496350_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=108,,True
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/c2d3c9905d01803b38e44728a3e36b16/5E692388/t51.2885-15/e35/p1080x1080/58708230_1112049632328735_5477989396185339846_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=103,Snapchat filter boy me looks JuST LiKE MY BROtHeR!!! @ryon_day Aaaaaaaaaaaaaah,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/32e68bdfb7ce8a587f6abb5489ee3251/5E6A0C44/t51.2885-15/e35/57338934_585976205229598_7895746149490049037_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=110,Amazing @vttsofficial art of my character Elsa from @artofsteveahn! I’m so cute! I want that outfit in real life!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/319a6d28d1eb6f59a4fcbb214c974bca/5E84FBAF/t51.2885-15/e35/p1080x1080/74587622_447014432832747_1421308916747033652_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=103,Happy Halloween!!!! Phoned it in with a wig and a holiday shirt this year!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/c7e3c8ee7ca04e6518d16468dc31ae75/5E4B7EC5/t51.2885-15/e35/p1080x1080/69470190_2387481381567481_2302030732106872268_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=101,Starting the con off right in Edmonton! Dog=@flowerisnot . @caseycott,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/3eddfb88a4ee8c0f00d1f5a74086f716/5E5A731A/t51.2885-15/e35/53821054_972509549619988_1099577507202679135_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=104,Excited to announce I’m producing a TV show! Working with @aminder_d on adapting her amazing graphic novel Woman World for @freeform! This is a new journey for me I’m thrilled about. Behind the camera is so very fun guys! Can’t wait to share this show with you one day!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/1f4c4a2c61a41f5327841afcaeadc432/5E5176A2/t51.2885-15/e35/p1080x1080/61540630_2728503480524817_4478161551523632350_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=109,It's good to be Queen! Help me keep LGBTQ+ folks safe throughout the realm by getting my new #embracelet charm & supporting The Astraea Foundation for Lesbian Justice (@astraeafndtn)! Link in my bio!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/21db2afa6823228914a2382b6e46b87d/5E5B75D6/t51.2885-15/e35/69035392_427324697909681_9038938410186746250_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=105,Hey hey! Season 2 of @vttsofficial is now LIVE! And bigger than ever as we welcome @vangsness to the crew! Listen to the season two premiere for FREE! apple.co/voyage or wherever you get your podcasts!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/5772f033ecc106de08fb991e7cd62379/5E56BA8C/t51.2885-15/e35/s1080x1080/65919411_177458796609781_7463916284358758964_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=101,This picture is hung up at Central Casting on a board with other celebs . It’s from when I first moved to LA and applied to be an extra. #tbt #babyface #whatisthatsmile,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/893bbff1cdb662830c97db2005a6efbd/5E498741/t51.2885-15/e35/s1080x1080/66006662_2293378180728883_8882829441351166908_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=107,"Little touch of crazy eyes to show you my new book! Feliciadaybook.com to preorder! Those numbers determine how many book tour dates I have and if foreign editions are picked up, your support is appreciated!!!! Link in bio!",False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/73076e3245881023645a5b9b53380de1/5E65EAA2/t51.2885-15/e35/52804424_2142417312518739_8249277048270358230_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=103,#SPN is forever. <3,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/b44781418767c06b93838a274a124d81/5E67164F/t51.2885-15/e35/s1080x1080/60017277_331747250827149_6015203221256397551_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=109,"Only celebrity I’ve gotten a formal photo with at a con. @thejohncleese is a hero of mine, those are tears in my eyes!",False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/905e47eda8ed7243d220a29a400a223f/5E533762/t51.2885-15/e35/51047063_309197203277075_1909107823395160177_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=111,This is a recreation of St Valentine from his skull. He was beaten to death with clubs and beheaded. When you make sweet love tonight think of him! Happy Valentines!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/1d8d003466f960238cf5440bcbeab4bf/5E4A0C9A/t51.2885-15/e35/59787988_2142854079095294_2119730545124065618_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=102,Oh hai! Have you seen the latest season of @nailedit on @netflix? Im in the first episode judging Marvel themed cakes! Dream goal!,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/e27ac619f697de54b4a5d646cd9cc772/5E6A08AD/t51.2885-15/e35/53186665_390974028124788_4927251161909877141_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=100,On my way to Birmingham England for MCM Comicon! See some of you there??,False
feliciaday,https://scontent-arn2-1.cdninstagram.com/vp/4d53386f86d91a30ea6463da3e4928bb/5E89D7B3/t51.2885-15/e35/53483027_123132358779376_6408097558784021989_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=104,#ladygoals,False
